일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2025-01-23,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,42612,897,238900,77,22,1187505
2025-01-23,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,38825,988,253578,107,22,1528009
2025-01-23,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,54657,1529,324717,218,60,3642320
2025-01-23,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,49890,1570,325762,187,53,3570335
2025-01-23,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,43631,930,228337,124,24,1534776
2025-01-23,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,61823,1376,406161,189,51,2630841
2025-01-23,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,48571,1622,314954,179,42,1952112
2025-01-23,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,40394,1273,226980,148,48,3382059
2025-01-23,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,33297,1513,211562,182,77,4692986
2025-01-23,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,37943,1124,228636,154,82,5593148
2025-01-23,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,36455,1568,202389,141,47,3152936
2025-01-23,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,50818,975,325789,74,29,2075936
2025-01-23,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,62854,1636,306628,129,63,4274547
2025-01-23,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,54612,1247,314247,100,35,1699457
2025-01-23,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,54737,1027,302778,73,22,1389172
2025-01-23,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,48376,1157,232244,123,36,2220004
2025-01-23,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,50354,1538,243543,112,31,1870385
2025-01-23,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,41478,738,157888,49,11,601874
2025-01-23,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,42046,854,200826,55,9,350456
2025-01-23,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,35359,634,139130,57,14,649357
2025-01-23,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,33242,602,125625,53,16,996194
2025-01-23,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,49810,1004,209397,62,20,1051774
2025-01-23,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,54358,1230,221573,101,19,752835
2025-01-23,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,11361,262,47904,15,6,376840
2025-01-23,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,9179,155,31645,9,3,208863
2025-01-23,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,11568,238,40751,9,4,330889
2025-01-23,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,21363,461,95117,21,9,752127
2025-01-23,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,26193,669,96388,42,26,1463174
2025-01-23,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,17245,456,59212,20,10,622448
2025-01-23,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,11132,1456,96798,435,169,11635319
2025-01-23,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,14087,887,92205,143,64,4550905
2025-01-23,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,16164,1046,142281,151,67,4155763
2025-01-23,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,6037,433,53911,40,31,2859073
2025-01-23,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,4334,184,31041,12,6,646730
2025-01-23,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,4586,320,37196,21,13,1244151
2025-01-23,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,10199,563,85230,48,24,2516424
2025-01-23,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,11546,690,110057,77,62,4591696
2025-01-23,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,9725,586,87660,46,27,2556473
