일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2025-03-08,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_신학기_A_v1,46653,1437,276262,118,25,1584255
2025-03-08,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_신학기_B_v1,49619,1512,286347,168,56,2567311
2025-03-08,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_신학기_v1,38183,929,193838,132,29,1747147
2025-03-08,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_신학기_v2,35338,854,179000,77,16,970511
2025-03-08,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_신학기_A_v1,32995,1028,202022,118,26,1399504
2025-03-08,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_신학기_B_v1,38930,948,245553,110,26,1289707
2025-03-08,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_신학기_v1,29089,730,151919,73,24,1332149
2025-03-08,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_신학기_v2,52032,1667,270686,156,32,1892332
2025-03-08,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_신학기_A_v1,25898,799,164443,101,33,1607009
2025-03-08,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_신학기_B_v1,29791,1338,138329,141,73,3568962
2025-03-08,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_신학기_v1,25232,1123,116111,149,77,4938729
2025-03-08,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_신학기_A_v1,38408,821,228446,95,29,2206045
2025-03-08,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_신학기_B_v1,49694,1598,311252,173,77,3963463
2025-03-08,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_신학기_v1,31119,585,186471,39,12,701439
2025-03-08,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_신학기_A_v1,36813,665,166746,52,14,864342
2025-03-08,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_신학기_B_v1,50852,1200,292430,95,43,2497136
2025-03-08,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_신학기_v1,36434,1177,184643,123,54,2913775
2025-03-08,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_신학기_A_v1,33351,488,115145,30,5,252866
2025-03-08,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_신학기_B_v1,35181,529,156077,41,6,226933
2025-03-08,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_신학기_v1,24552,436,88022,34,7,277926
2025-03-08,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_신학기_A_v1,37369,614,165616,37,10,584557
2025-03-08,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_신학기_B_v1,33983,610,159835,52,14,541337
2025-03-08,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_신학기_v1,39758,772,166468,68,17,838792
2025-03-08,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_신학기_A_v1,10362,302,39470,15,7,406617
2025-03-08,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_신학기_B_v1,8597,176,31576,11,3,229510
2025-03-08,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_신학기_v1,7450,188,31490,7,3,190314
2025-03-08,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_신학기_A_v1,14979,320,57890,17,8,646368
2025-03-08,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_신학기_B_v1,11245,321,49771,23,12,778370
2025-03-08,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_신학기_v1,14700,370,58145,24,9,652840
2025-03-08,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_신학기_A_v1,6132,925,57127,237,149,8505776
2025-03-08,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_신학기_A_v1,11873,1159,76862,136,39,2813241
2025-03-08,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_신학기_B_v1,9955,886,77959,169,74,5082124
2025-03-08,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_신학기_A_v1,4609,327,37183,36,29,2932352
2025-03-08,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_신학기_B_v1,4266,287,30846,32,25,2774380
2025-03-08,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_신학기_v1,4979,371,38380,29,14,1315089
2025-03-08,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_신학기_A_v1,7996,399,64238,38,31,2863980
2025-03-08,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_신학기_B_v1,5329,384,40374,40,30,2947141
2025-03-08,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_신학기_v1,8374,566,56562,45,26,2042030
