일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2025-01-14,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,57932,1569,307175,137,39,1978454
2025-01-14,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,40114,870,234154,73,23,1433875
2025-01-14,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,52259,1159,307210,144,43,2595550
2025-01-14,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,69238,1439,350237,155,38,1742711
2025-01-14,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,61422,1460,341477,173,52,3163236
2025-01-14,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,54460,1667,351515,251,59,3583850
2025-01-14,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,42780,1220,237145,154,41,2006845
2025-01-14,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,39291,1161,183074,164,52,3716551
2025-01-14,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,23323,669,117072,84,33,1911820
2025-01-14,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,37443,1401,167148,121,48,2558076
2025-01-14,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,32633,1229,207628,135,54,3540223
2025-01-14,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,62423,1387,348255,102,44,3193781
2025-01-14,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,39528,1274,228406,138,56,3370325
2025-01-14,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,48878,878,259567,78,25,1551754
2025-01-14,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,64403,1878,412783,163,45,2835025
2025-01-14,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,55779,1625,263012,178,82,6295568
2025-01-14,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,62051,1572,273585,178,77,5111044
2025-01-14,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,46006,661,199220,41,11,481756
2025-01-14,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,32364,413,123621,20,4,192802
2025-01-14,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,47149,664,177813,34,8,353625
2025-01-14,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,32069,422,130728,26,6,315756
2025-01-14,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,49999,1014,224349,79,25,1413445
2025-01-14,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,41200,721,185809,62,15,659409
2025-01-14,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,11784,308,52763,20,12,827883
2025-01-14,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,10111,274,44240,11,4,324919
2025-01-14,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,12847,282,52089,16,8,691862
2025-01-14,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,24582,552,115110,31,13,988309
2025-01-14,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,22161,507,95127,33,13,1116409
2025-01-14,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,19474,454,87031,19,11,919291
2025-01-14,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,7105,977,54339,245,105,8168970
2025-01-14,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,15951,1241,152240,175,50,2492584
2025-01-14,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,11611,968,76284,169,77,4676716
2025-01-14,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,5057,263,38559,23,16,1571071
2025-01-14,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,6501,301,62357,31,16,1160860
2025-01-14,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,6988,306,59085,27,18,1866230
2025-01-14,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,9281,526,69951,40,29,2741153
2025-01-14,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,9249,497,88146,49,38,2825350
2025-01-14,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,11611,876,103249,82,42,4538617
