일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2025-03-02,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_신학기_A_v1,41306,1136,191862,121,38,1840597
2025-03-02,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_신학기_B_v1,44877,1260,243965,179,49,2638291
2025-03-02,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_신학기_v1,37300,1180,186110,146,30,1627746
2025-03-02,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_신학기_v2,37012,1233,225902,117,40,2798046
2025-03-02,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_신학기_A_v1,64665,1252,416757,127,37,2580388
2025-03-02,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_신학기_B_v1,50459,1171,236187,140,45,2009365
2025-03-02,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_신학기_v1,46285,1121,266101,160,33,2143617
2025-03-02,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_신학기_v2,53284,1728,268191,248,52,2340070
2025-03-02,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_신학기_A_v1,22075,643,113853,89,41,2604940
2025-03-02,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_신학기_B_v1,23798,655,116330,77,39,2486832
2025-03-02,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_신학기_v1,32724,811,202611,90,51,3527240
2025-03-02,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_신학기_A_v1,52946,1147,300045,117,54,3598180
2025-03-02,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_신학기_B_v1,40834,1086,228470,69,19,947458
2025-03-02,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_신학기_v1,47579,1470,218035,117,44,2253693
2025-03-02,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_신학기_A_v1,53166,1042,259657,66,22,1383515
2025-03-02,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_신학기_B_v1,45243,996,276096,89,43,2501483
2025-03-02,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_신학기_v1,59109,1833,282721,145,39,1925245
2025-03-02,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_신학기_A_v1,35642,730,143608,39,8,349355
2025-03-02,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_신학기_B_v1,47268,794,188903,44,7,327527
2025-03-02,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_신학기_v1,46340,829,178366,46,8,306900
