일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2025-01-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,41076,1220,252856,126,34,1817215
2025-01-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,62715,1642,408480,226,74,3327888
2025-01-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,40526,1096,193389,93,45,2981008
2025-01-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,66597,1587,312446,161,73,3240512
2025-01-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,53239,1734,264851,227,85,5608532
2025-01-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,69320,1510,380642,228,100,5054355
2025-01-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,49887,1488,302418,133,40,2198619
2025-01-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,51033,1576,277829,145,66,2925531
2025-01-15,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,36620,928,235063,108,86,4805173
2025-01-15,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,25045,957,131750,120,86,5520651
2025-01-15,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,26662,959,156777,124,55,2567769
2025-01-15,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,44871,801,206508,91,54,3978322
2025-01-15,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,66762,1298,390162,144,81,6290197
2025-01-15,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,69394,1879,446199,146,76,5755297
2025-01-15,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,64144,1490,329177,98,68,3835615
2025-01-15,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,44388,1104,209357,115,52,3528770
2025-01-15,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,57354,1219,308618,135,58,3930668
2025-01-15,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,52196,883,220572,78,24,1114130
2025-01-15,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,29483,607,139578,42,13,751386
2025-01-15,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,53562,654,228076,58,13,610477
2025-01-15,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,39080,573,176997,54,20,940445
2025-01-15,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,34265,698,149263,53,13,667852
2025-01-15,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,54495,708,188235,63,16,659783
2025-01-15,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,15429,284,66858,19,9,526656
2025-01-15,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,14121,257,51533,10,6,482569
2025-01-15,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,9623,224,45253,10,8,544645
2025-01-15,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,26995,660,96931,44,36,2859770
2025-01-15,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,19930,521,85494,28,24,1323059
2025-01-15,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,14896,345,50209,15,7,529612
2025-01-15,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,10038,1116,84795,271,188,16271184
