일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2025-03-11,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_봄_A_v1,43262,991,234937,93,28,1816275
2025-03-11,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_봄_B_v1,63556,2259,296873,272,69,3391650
2025-03-11,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_봄_v1,44041,994,216242,129,40,1817074
2025-03-11,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_봄_v2,51009,1644,315831,237,76,5333539
2025-03-11,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_봄_A_v1,68765,1776,354576,161,39,2292667
2025-03-11,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_봄_B_v1,55192,1283,329711,109,34,2301489
2025-03-11,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_봄_v1,56046,1800,288604,160,55,3375523
2025-03-11,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_봄_v2,50052,1220,235994,168,40,2831869
2025-03-11,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_봄_A_v1,38954,1346,245068,184,85,5230253
2025-03-11,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_봄_B_v1,37397,1663,178433,152,50,2860736
2025-03-11,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_봄_v1,34191,1530,219831,209,109,6779844
2025-03-11,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_봄_A_v1,68849,1741,333681,184,53,3850106
2025-03-11,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_봄_B_v1,65475,1611,384101,135,46,2820723
2025-03-11,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_봄_v1,54043,961,247132,62,24,1388271
2025-03-11,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_봄_A_v1,62610,1711,275984,174,67,3845874
2025-03-11,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_봄_B_v1,43037,1311,195815,144,48,2925856
2025-03-11,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_봄_v1,50231,1184,296222,103,34,2494355
2025-03-11,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_봄_A_v1,48728,691,208166,61,11,404639
2025-03-11,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_봄_B_v1,46757,628,199122,47,10,546201
2025-03-11,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_봄_v1,32791,526,124936,40,8,420193
2025-03-11,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_봄_A_v1,32092,554,140679,51,12,498883
2025-03-11,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_봄_B_v1,50779,724,232366,50,10,553207
2025-03-11,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_봄_v1,45715,673,190207,46,9,542050
2025-03-11,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_봄_A_v1,11259,204,45952,9,4,274664
2025-03-11,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_봄_B_v1,11346,335,43892,22,14,1205716
2025-03-11,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_봄_v1,13226,246,47334,14,7,504601
2025-03-11,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_봄_A_v1,26894,785,123239,36,22,1503712
2025-03-11,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_봄_B_v1,17109,353,75585,17,7,587232
2025-03-11,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_봄_v1,20704,437,83691,27,11,921903
2025-03-11,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_봄_A_v1,9385,1466,66863,442,252,19254846
2025-03-11,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_봄_A_v1,13556,1243,111381,136,38,2708224
2025-03-11,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_봄_B_v1,11885,1075,112917,201,60,3462760
2025-03-11,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_봄_A_v1,3951,267,34362,22,18,2011232
2025-03-11,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_봄_B_v1,6839,307,53839,35,22,2397925
2025-03-11,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_봄_v1,6332,454,53374,44,23,2206397
2025-03-11,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_봄_A_v1,7773,536,53816,53,40,4225535
2025-03-11,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_봄_B_v1,8543,557,76204,63,33,2796960
2025-03-11,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_봄_v1,11228,752,88566,84,55,3844496
