일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2025-02-14,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,42879,1448,260739,155,50,3067707
2025-02-14,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,70766,2008,312280,297,99,5359360
2025-02-14,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,48873,1712,264562,195,59,3684639
2025-02-14,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,41686,1265,259976,152,35,2125730
2025-02-14,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,43150,1502,221592,184,48,3182734
2025-02-14,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,47291,1013,293737,107,25,1434198
2025-02-14,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,66382,1432,415421,154,49,3113138
2025-02-14,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,69036,2352,366030,349,91,4532708
2025-02-14,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,26326,954,134837,116,61,2692482
2025-02-14,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,26718,1041,159709,94,33,1832864
2025-02-14,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,30488,1055,138099,103,48,3033379
2025-02-14,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,58643,1768,372324,121,56,2856378
2025-02-14,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,46004,1368,282772,90,36,1959774
2025-02-14,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,38985,1241,193527,125,63,3214283
2025-02-14,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,48170,1428,226874,133,50,3317060
2025-02-14,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,46983,1496,285900,127,56,4335515
2025-02-14,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,65057,1929,298079,215,95,4801240
2025-02-14,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,44791,604,164282,41,8,468917
2025-02-14,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,51608,706,248951,39,8,365827
2025-02-14,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,34282,571,172190,51,14,807878
2025-02-14,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,35141,792,165173,65,19,914686
2025-02-14,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,40597,632,139824,44,11,515443
2025-02-14,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,50181,954,214203,66,19,778455
2025-02-14,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,13356,385,47114,16,6,479588
2025-02-14,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,11303,231,55874,14,5,386853
2025-02-14,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,10587,294,52152,18,6,358268
2025-02-14,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,18653,513,80407,35,12,708788
2025-02-14,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,16098,312,73547,14,8,689905
2025-02-14,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,22482,378,86210,26,12,953561
2025-02-14,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,11326,1720,93866,379,142,8864129
2025-02-14,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,16057,1395,152597,253,68,4827381
2025-02-14,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,15459,1198,123993,209,93,4798492
2025-02-14,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,6989,368,58492,43,38,3231070
2025-02-14,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,4254,228,28188,16,14,1318124
2025-02-14,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,6741,471,44411,46,36,3245887
2025-02-14,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,7742,501,67304,61,46,4332739
2025-02-14,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,7515,308,59898,27,22,1677751
2025-02-14,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,6693,324,50963,26,22,1703024
