일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2025-01-16,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,66780,1824,440111,225,73,3772435
2025-01-16,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,57622,1957,328555,180,50,2206981
2025-01-16,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,39609,1109,216043,152,48,2709222
2025-01-16,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,69847,1497,352779,190,38,2173373
2025-01-16,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,39305,1051,239683,150,38,2497402
2025-01-16,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,40833,1387,209571,116,29,1491157
2025-01-16,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,41171,1390,247795,119,40,2502118
2025-01-16,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,50563,1119,284636,96,29,1439258
2025-01-16,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,41695,1529,271436,136,70,3513966
2025-01-16,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,24354,773,133209,84,29,1842085
2025-01-16,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,38938,1727,240612,235,78,5345132
2025-01-16,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,70068,1341,350836,134,52,3893164
2025-01-16,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,56367,1098,291008,95,40,2288735
2025-01-16,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,59774,1415,308084,138,48,3184754
2025-01-16,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,42854,1257,204749,96,37,2877282
2025-01-16,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,43989,1379,262438,108,54,3984648
2025-01-16,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,39857,886,186461,68,21,1373720
2025-01-16,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,43004,555,166280,48,10,478667
2025-01-16,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,48010,999,188034,78,17,732497
2025-01-16,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,43643,879,179056,68,17,969067
2025-01-16,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,50590,881,177842,49,13,681230
2025-01-16,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,42967,748,192845,43,10,430668
2025-01-16,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,38498,546,184574,38,8,361852
2025-01-16,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,14322,323,72005,21,9,727475
2025-01-16,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,13259,233,49179,12,7,608377
2025-01-16,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,11915,348,48332,20,11,870498
2025-01-16,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,15232,426,72536,21,10,693319
2025-01-16,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,25211,580,112401,40,19,1335460
2025-01-16,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,27228,471,125591,27,14,1161109
2025-01-16,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,9067,1279,82554,244,94,6153345
2025-01-16,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,11991,1211,90402,165,64,5032052
2025-01-16,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,14509,1206,133364,225,96,5657591
2025-01-16,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,6447,266,51951,23,15,1263143
2025-01-16,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,4390,317,36713,36,25,2313323
