일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2025-02-02,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,57193,1162,342101,141,48,3072643
2025-02-02,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,66604,1518,359305,181,53,2813752
2025-02-02,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,52788,1609,268786,132,37,2352575
2025-02-02,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,52483,1642,315508,163,46,2983908
2025-02-02,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,39790,824,257900,100,34,1858266
2025-02-02,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,39059,980,232635,140,37,1815796
2025-02-02,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,46603,1475,258764,122,35,2485184
2025-02-02,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,52463,1013,275245,84,28,1665790
2025-02-02,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,25030,728,129143,96,53,3206089
2025-02-02,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,24950,689,154735,53,17,999323
2025-02-02,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,27065,861,129829,94,52,2999641
2025-02-02,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,64822,1667,340669,145,43,2802416
2025-02-02,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,41920,987,217494,111,54,3938217
2025-02-02,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,52176,1432,266370,130,52,3353519
2025-02-02,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,49950,1022,323543,87,32,1628552
2025-02-02,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,45557,1475,277699,154,67,4312012
2025-02-02,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,63946,1639,371530,168,66,3288649
2025-02-02,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,47062,933,216520,66,11,494282
2025-02-02,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,48644,888,169407,51,9,459734
2025-02-02,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,49399,562,185930,46,12,707092
2025-02-02,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,28619,404,107996,34,10,485481
2025-02-02,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,48321,993,184489,85,20,966547
2025-02-02,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,41740,808,167978,69,16,868977
2025-02-02,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,11731,222,45868,15,6,459830
2025-02-02,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,12309,220,43827,14,8,685496
2025-02-02,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,11592,207,43402,13,5,396906
2025-02-02,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,15467,382,53036,26,15,901640
2025-02-02,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,17813,529,87439,26,10,754029
2025-02-02,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,15954,304,71242,16,9,504821
2025-02-02,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,10787,1068,92674,242,129,9759338
2025-02-02,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,9004,612,68609,99,45,3304330
2025-02-02,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,8792,775,81894,152,63,3676460
2025-02-02,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,5404,286,51670,26,22,1673896
2025-02-02,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,4073,305,39090,35,22,1547670
2025-02-02,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,5188,253,39881,29,18,1985717
2025-02-02,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,7872,422,58593,38,30,2351301
2025-02-02,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,9244,579,85795,57,46,4009186
2025-02-02,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,9208,474,83473,53,39,2794289
