일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2025-01-24,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,62467,1582,398837,139,30,1472648
2025-01-24,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,59869,1173,284882,110,27,1639307
2025-01-24,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,70522,1474,392026,195,62,3756615
2025-01-24,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,59767,1193,295629,104,22,1347567
2025-01-24,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,62792,1559,374014,149,39,2319657
2025-01-24,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,40343,1237,233201,111,35,1638959
2025-01-24,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,68601,1347,366309,124,36,1807625
2025-01-24,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,42209,930,195947,82,28,1507127
2025-01-24,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,40832,1518,195657,166,79,4952068
2025-01-24,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,29998,800,192459,94,53,3513623
2025-01-24,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,26043,996,132938,100,50,3280125
2025-01-24,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,47689,899,314199,65,23,1335363
2025-01-24,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,49504,1461,289039,111,41,2600931
2025-01-24,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,57671,1374,327071,138,61,4249782
2025-01-24,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,56926,1813,365806,120,42,3111138
2025-01-24,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,66659,2138,427184,162,75,3756745
2025-01-24,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,39369,1258,205416,126,53,2683472
2025-01-24,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,31390,379,135486,31,5,203196
2025-01-24,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,39770,581,185835,45,8,320273
2025-01-24,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,29673,576,133595,49,11,609323
2025-01-24,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,33351,770,141279,76,14,608786
2025-01-24,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,43494,943,205806,71,15,807080
2025-01-24,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,34307,472,119756,38,11,429804
2025-01-24,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,14539,301,62326,18,6,376824
2025-01-24,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,9165,190,45322,7,3,189746
2025-01-24,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,16182,424,57019,22,12,685844
2025-01-24,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,22088,626,84981,27,13,1085537
2025-01-24,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,22943,623,83296,44,22,1721390
2025-01-24,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,18971,406,91023,21,12,957267
2025-01-24,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,7122,1035,56920,293,120,10109112
2025-01-24,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,9531,685,89486,85,28,1704168
2025-01-24,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,12397,857,114118,145,43,2298046
2025-01-24,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,6556,479,44664,42,35,3876556
2025-01-24,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,6616,429,55482,44,35,2802276
