일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2025-03-21,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_봄_A_v1,58118,1724,356230,191,56,2656401
2025-03-21,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_봄_B_v1,61065,1220,277137,131,44,3087733
2025-03-21,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_봄_v1,44417,1003,210226,140,35,1572577
2025-03-21,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_봄_v2,58306,1967,314605,176,60,2733332
2025-03-21,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_봄_A_v1,46012,1036,211326,137,37,2005967
2025-03-21,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_봄_B_v1,48009,1042,227022,138,41,1811473
2025-03-21,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_봄_v1,47018,1482,281929,203,47,2970616
2025-03-21,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_봄_v2,69065,1882,337685,245,78,3854209
2025-03-21,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_봄_A_v1,33871,1320,171666,164,55,2593570
2025-03-21,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_봄_B_v1,41718,1780,266271,194,87,5390646
2025-03-21,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_봄_v1,29252,1314,150834,138,72,4662544
2025-03-21,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_봄_A_v1,53404,1160,345906,94,28,1535786
2025-03-21,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_봄_B_v1,63216,2047,392743,145,50,3551126
2025-03-21,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_봄_v1,53876,1368,303086,99,27,1344421
2025-03-21,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_봄_A_v1,44660,1426,212110,165,62,3887564
2025-03-21,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_봄_B_v1,56517,1408,288581,141,55,2793486
2025-03-21,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_봄_v1,61072,1821,365023,153,54,2923282
2025-03-21,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_봄_A_v1,45948,536,219335,42,11,465716
2025-03-21,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_봄_B_v1,49692,602,243934,38,9,506282
2025-03-21,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_봄_v1,52875,709,230528,52,11,604622
2025-03-21,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_봄_A_v1,36371,686,149759,56,16,793882
2025-03-21,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_봄_B_v1,37024,584,161706,44,12,617108
2025-03-21,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_봄_v1,42773,772,203925,58,13,794985
2025-03-21,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_봄_A_v1,13286,310,50336,16,10,611382
2025-03-21,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_봄_B_v1,15773,305,57242,13,7,451935
2025-03-21,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_봄_v1,10382,187,40329,13,7,588735
2025-03-21,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_봄_A_v1,23810,555,80257,22,10,675739
2025-03-21,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_봄_B_v1,26883,582,122711,25,16,1318463
2025-03-21,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_봄_v1,16300,399,80178,27,13,1076804
2025-03-21,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_봄_A_v1,7021,812,62693,206,88,4834569
2025-03-21,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_봄_A_v1,12077,782,106683,151,54,4296525
2025-03-21,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_봄_B_v1,10193,702,95052,90,31,2317328
2025-03-21,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_봄_A_v1,5467,283,50038,26,13,1448228
2025-03-21,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_봄_B_v1,5585,246,49276,16,11,1110355
2025-03-21,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_봄_v1,4049,224,30294,19,12,1346198
2025-03-21,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_봄_A_v1,7201,452,57600,50,43,3375160
2025-03-21,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_봄_B_v1,8981,521,70733,50,34,2901187
2025-03-21,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_봄_v1,10488,462,75743,46,33,2606688
