일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2025-02-28,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,56115,1149,251532,145,48,2706441
2025-02-28,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,70626,2296,408263,245,66,3382079
2025-02-28,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,71159,2331,379361,331,113,7502758
2025-02-28,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,45714,1256,267710,179,44,3079332
2025-02-28,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,60588,1828,297714,215,74,4831137
2025-02-28,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,56953,1962,333526,249,87,4370543
2025-02-28,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,40776,1018,245696,121,34,2241285
2025-02-28,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,51181,1382,253865,130,27,1739685
2025-02-28,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,32743,1311,210582,150,64,3593838
2025-02-28,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,36255,1196,203535,140,79,5412219
2025-02-28,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,32594,1277,147614,145,77,3818690
2025-02-28,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,58019,1641,271287,139,59,4634854
2025-02-28,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,70237,1897,458812,196,79,5366923
2025-02-28,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,52215,1268,243889,130,65,3959758
2025-02-28,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,68703,1488,424920,167,50,3704157
2025-02-28,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,57916,1047,369459,77,28,1713800
2025-02-28,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,41594,1267,239223,102,43,2440308
2025-02-28,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,35581,700,123298,43,9,402293
2025-02-28,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,32173,484,134565,26,4,197686
2025-02-28,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,44830,654,194511,36,6,312630
2025-02-28,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,30533,456,146619,41,12,553932
2025-02-28,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,47594,706,234820,69,20,1212172
2025-02-28,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,52347,788,175956,59,12,528026
2025-02-28,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,9452,245,36402,16,6,341267
2025-02-28,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,13277,276,46028,18,6,325375
2025-02-28,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,9536,182,43229,12,6,334610
2025-02-28,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,17297,303,60794,12,5,349672
2025-02-28,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,24760,432,102166,17,9,674612
2025-02-28,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,15366,390,68453,15,9,732403
2025-02-28,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,11387,1241,99952,210,79,4807766
2025-02-28,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,13711,1405,127675,155,53,3994038
2025-02-28,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,9026,691,58825,95,31,2247332
2025-02-28,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,6672,321,58504,24,13,979806
2025-02-28,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,4202,270,27527,24,18,1324607
2025-02-28,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,6236,311,46032,24,12,951931
2025-02-28,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,10601,493,92710,40,33,2881186
2025-02-28,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,7911,547,66058,50,24,1941239
2025-02-28,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,10240,628,77221,58,39,3842237
