일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2025-02-17,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,68733,2027,387042,247,60,3289227
2025-02-17,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,49403,1164,315314,170,52,2727569
2025-02-17,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,51552,1781,293640,240,54,3423945
2025-02-17,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,67570,2278,336522,270,80,4966241
2025-02-17,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,52364,1531,285356,225,78,4867021
2025-02-17,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,47397,1107,219351,91,30,1791080
2025-02-17,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,39930,983,254686,116,25,1533329
2025-02-17,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,66851,1425,330094,121,28,1565284
2025-02-17,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,34318,1433,161677,176,72,3437993
2025-02-17,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,40213,1431,229568,125,59,3614937
2025-02-17,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,39062,1713,224250,234,90,4852228
2025-02-17,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,41293,860,230931,71,34,1950677
2025-02-17,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,42979,1305,207536,114,36,2185162
2025-02-17,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,57621,1444,341400,153,55,4028861
2025-02-17,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,59987,1689,382346,158,53,3772869
2025-02-17,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,60367,1497,383716,99,33,2589008
2025-02-17,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,64699,1942,419505,139,64,4277595
2025-02-17,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,47791,892,221499,51,8,473148
2025-02-17,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,39512,828,147067,71,13,539287
2025-02-17,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,46292,717,191027,63,10,559945
2025-02-17,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,37342,832,129024,55,12,476942
2025-02-17,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,48793,1044,177931,57,12,725155
2025-02-17,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,53253,1130,251352,102,31,1202590
2025-02-17,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,11032,317,38152,21,11,930021
2025-02-17,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,9588,280,42560,17,7,437577
2025-02-17,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,15817,270,62705,15,7,592821
2025-02-17,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,25689,443,93028,26,15,1101206
2025-02-17,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,17909,420,82424,29,14,1047675
2025-02-17,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,16337,287,56186,16,10,551699
2025-02-17,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,10310,1016,96216,313,122,10213531
2025-02-17,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,15869,1361,119463,223,92,5281388
