일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2025-02-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,33497,1168,199153,107,47,2465721
2025-02-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,29860,1015,159090,131,45,1986953
2025-02-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,34888,758,222804,66,23,1151114
2025-02-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,52577,1813,284146,244,119,7057092
2025-02-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,31046,901,177146,100,30,1358301
2025-02-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,48609,1645,229008,177,67,3091231
2025-02-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,28902,768,132944,81,24,1527038
2025-02-15,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,31324,1014,187826,95,32,2209139
2025-02-15,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,27517,1000,147332,125,78,3885530
2025-02-15,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,21972,884,130043,93,65,3028376
2025-02-15,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,22369,659,124751,84,56,2796558
2025-02-15,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,43276,1341,266933,104,72,4162140
2025-02-15,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,47536,947,214803,87,50,3231690
2025-02-15,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,32723,696,163953,62,29,1589070
2025-02-15,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,39306,1250,204068,119,53,2581565
2025-02-15,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,34019,621,219818,62,28,1466326
2025-02-15,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,50551,1069,302258,69,43,2251133
2025-02-15,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,25774,463,122318,29,10,417424
2025-02-15,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,23863,395,85472,20,4,160685
2025-02-15,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,36079,573,144144,42,16,641727
2025-02-15,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,27033,586,124523,53,13,619975
2025-02-15,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,24289,433,102058,30,10,472457
2025-02-15,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,36284,806,145271,69,30,1212561
2025-02-15,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,8241,223,31217,13,8,546063
2025-02-15,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,7889,175,26620,10,6,414008
2025-02-15,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,7281,149,26261,6,3,175134
2025-02-15,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,13543,250,60957,16,12,1030159
2025-02-15,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,16862,451,83010,19,11,706355
2025-02-15,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,13516,259,53108,12,6,517243
2025-02-15,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,6205,615,50268,123,77,4732317
2025-02-15,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,11346,1111,91821,163,81,5822426
