일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-03-30,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_봄_A_v1,1398,113,43,2396333
2025-03-30,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_봄_B_v1,1080,107,24,1617727
2025-03-30,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_봄_v1,1382,165,47,2954233
2025-03-30,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_봄_v2,1020,93,21,1373119
2025-03-30,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_봄_A_v1,1404,117,31,2669560
2025-03-30,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_봄_B_v1,1056,108,16,1225058
2025-03-30,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_봄_v1,893,78,18,1226188
2025-03-30,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_봄_v2,637,52,18,1085517
2025-03-30,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_봄_A_v1,515,44,14,771307
2025-03-30,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_봄_B_v1,722,58,15,1271711
2025-03-30,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_봄_v1,522,49,14,1164444
2025-03-30,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_봄_A_v1,667,53,25,1943476
2025-03-30,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_봄_B_v1,949,90,29,1954386
2025-03-30,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_봄_v1,1171,69,35,2096930
2025-03-30,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_봄_A_v1,739,61,20,1746224
2025-03-30,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_봄_B_v1,901,76,24,2051531
2025-03-30,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_봄_v1,1119,82,36,2195415
2025-03-30,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_봄_A_v1,386,20,4,169448
2025-03-30,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_봄_B_v1,326,19,4,181862
2025-03-30,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_봄_v1,510,35,7,538473
2025-03-30,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_봄_A_v1,726,61,13,858424
2025-03-30,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_봄_B_v1,584,32,6,347015
2025-03-30,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_봄_v1,646,34,8,367663
2025-03-30,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_봄_A_v1,197,10,4,452145
2025-03-30,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_봄_B_v1,193,7,2,267496
2025-03-30,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_봄_v1,157,5,2,216792
2025-03-30,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_봄_A_v1,257,8,3,223718
2025-03-30,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_봄_B_v1,221,8,4,358514
2025-03-30,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_봄_v1,177,7,4,436319
2025-03-30,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_봄_A_v1,764,224,117,6967176
2025-03-30,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_봄_A_v1,477,67,25,1333682
2025-03-30,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_봄_B_v1,496,96,45,3641139
2025-03-30,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_봄_A_v1,271,22,13,1344184
2025-03-30,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_봄_B_v1,173,14,9,944776
2025-03-30,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_봄_v1,210,15,11,933373
2025-03-30,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_봄_A_v1,286,26,17,1674084
2025-03-30,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_봄_B_v1,268,31,21,1825636
2025-03-30,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_봄_v1,278,26,20,2171899
