일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-03-03,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_신학기_A_v1,1774,219,51,2974942
2025-03-03,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_신학기_B_v1,1906,225,75,3727746
2025-03-03,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_신학기_v1,2213,268,72,5565069
2025-03-03,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_신학기_v2,1619,172,51,2734455
2025-03-03,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_신학기_A_v1,1462,129,34,1544533
2025-03-03,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_신학기_B_v1,1483,171,40,1961330
2025-03-03,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_신학기_v1,2645,309,59,4928672
2025-03-03,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_신학기_v2,1557,164,69,4616548
2025-03-03,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_신학기_A_v1,1497,127,63,3875364
2025-03-03,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_신학기_B_v1,965,99,58,4657405
2025-03-03,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_신학기_v1,757,79,33,1841963
2025-03-03,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_신학기_A_v1,1372,114,51,4037612
2025-03-03,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_신학기_B_v1,1466,140,61,4668286
2025-03-03,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_신학기_v1,1701,114,41,3306769
2025-03-03,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_신학기_A_v1,1663,117,57,3817943
2025-03-03,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_신학기_B_v1,1789,181,61,3548223
2025-03-03,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_신학기_v1,1415,110,45,2898217
2025-03-03,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_신학기_A_v1,699,37,7,369952
2025-03-03,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_신학기_B_v1,724,38,8,449814
2025-03-03,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_신학기_v1,599,37,7,415112
2025-03-03,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_신학기_A_v1,635,41,6,461729
2025-03-03,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_신학기_B_v1,750,36,13,537335
2025-03-03,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_신학기_v1,1277,73,21,1161648
2025-03-03,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_신학기_A_v1,244,16,8,544251
2025-03-03,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_신학기_B_v1,369,19,7,397869
2025-03-03,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_신학기_v1,353,15,7,586400
2025-03-03,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_신학기_A_v1,422,22,13,838850
2025-03-03,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_신학기_B_v1,756,26,14,1095951
2025-03-03,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_신학기_v1,524,20,9,744661
2025-03-03,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_신학기_A_v1,1425,219,89,7227854
2025-03-03,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_신학기_A_v1,905,122,48,3277639
2025-03-03,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_신학기_B_v1,1486,230,103,5814570
2025-03-03,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_신학기_A_v1,421,25,25,2344671
2025-03-03,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_신학기_B_v1,348,24,15,1023529
2025-03-03,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_신학기_v1,333,37,30,2546932
2025-03-03,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_신학기_A_v1,698,68,56,6328375
2025-03-03,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_신학기_B_v1,660,54,32,3182656
2025-03-03,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_신학기_v1,600,48,29,2700691
