일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-03-22,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_봄_A_v1,919,134,28,1490958
2025-03-22,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_봄_B_v1,970,74,14,799358
2025-03-22,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_봄_v1,1252,112,34,2140372
2025-03-22,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_봄_v2,1061,153,49,2991125
2025-03-22,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_봄_A_v1,801,85,22,1586603
2025-03-22,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_봄_B_v1,807,83,20,993296
2025-03-22,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_봄_v1,889,90,22,1626577
2025-03-22,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_봄_v2,1363,168,36,1984459
2025-03-22,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_봄_A_v1,825,102,51,2112135
2025-03-22,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_봄_B_v1,993,90,39,3538471
2025-03-22,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_봄_v1,884,116,52,3542271
2025-03-22,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_봄_A_v1,1433,134,48,3121382
2025-03-22,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_봄_B_v1,1308,106,37,2452596
2025-03-22,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_봄_v1,945,80,27,1838308
2025-03-22,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_봄_A_v1,760,60,13,1060129
2025-03-22,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_봄_B_v1,685,56,27,1796313
2025-03-22,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_봄_v1,694,44,19,1067946
2025-03-22,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_봄_A_v1,375,25,3,220282
2025-03-22,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_봄_B_v1,451,20,2,118833
2025-03-22,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_봄_v1,445,34,7,347322
2025-03-22,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_봄_A_v1,436,26,5,274929
2025-03-22,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_봄_B_v1,899,50,9,467492
2025-03-22,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_봄_v1,551,35,11,526702
2025-03-22,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_봄_A_v1,129,3,1,106317
2025-03-22,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_봄_B_v1,204,12,3,233986
2025-03-22,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_봄_v1,151,7,2,247914
2025-03-22,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_봄_A_v1,328,13,4,376025
2025-03-22,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_봄_B_v1,270,15,7,763069
2025-03-22,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_봄_v1,235,9,3,216825
2025-03-22,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_봄_A_v1,1029,235,131,8441322
2025-03-22,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_봄_A_v1,913,80,34,2515782
2025-03-22,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_봄_B_v1,362,43,15,1059769
2025-03-22,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_봄_A_v1,126,9,4,594357
2025-03-22,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_봄_B_v1,299,24,18,1317795
2025-03-22,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_봄_v1,229,14,13,1258999
2025-03-22,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_봄_A_v1,635,53,33,4941684
2025-03-22,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_봄_B_v1,325,25,12,1101368
2025-03-22,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_봄_v1,333,30,24,2347841
