일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-02-02,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1095,113,40,2820615
2025-02-02,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1402,161,47,2111127
2025-02-02,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1442,95,33,1997121
2025-02-02,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1433,120,37,2458575
2025-02-02,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,744,85,24,1471917
2025-02-02,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,884,104,33,1548749
2025-02-02,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,1265,95,25,2292224
2025-02-02,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,974,76,20,1416559
2025-02-02,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,673,86,44,2900648
2025-02-02,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,671,48,14,784917
2025-02-02,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,799,86,45,2750496
2025-02-02,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,1490,113,31,2498894
2025-02-02,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,955,94,46,2917210
2025-02-02,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1290,106,37,2640112
2025-02-02,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,871,62,25,1381059
2025-02-02,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1261,139,50,3636615
2025-02-02,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1457,124,58,2404039
2025-02-02,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,877,59,7,454488
2025-02-02,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,756,46,6,397564
2025-02-02,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,549,40,9,633508
2025-02-02,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,373,30,8,370433
2025-02-02,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,879,76,17,795009
2025-02-02,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,710,57,11,790304
2025-02-02,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,215,11,4,358569
2025-02-02,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,202,11,5,636871
2025-02-02,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,197,9,4,322288
2025-02-02,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,335,20,12,828790
2025-02-02,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,476,19,7,552979
2025-02-02,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,268,13,7,378669
2025-02-02,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,931,219,98,7320793
2025-02-02,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,529,74,36,2770231
2025-02-02,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,720,121,53,3174274
2025-02-02,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,263,20,15,1429154
2025-02-02,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,291,25,17,1345302
2025-02-02,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,228,22,15,1614819
2025-02-02,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,370,28,21,2124300
2025-02-02,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,540,42,32,2978089
2025-02-02,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,416,43,27,2237390
