일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-02-11,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,960,105,28,1256699
2025-02-11,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1490,176,39,2405104
2025-02-11,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1676,158,53,3008612
2025-02-11,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1072,83,25,1229984
2025-02-11,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,2277,215,46,2979842
2025-02-11,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1932,229,57,3674612
2025-02-11,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,1708,173,57,3059723
2025-02-11,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1825,150,42,2331012
2025-02-11,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,1527,173,54,2991461
2025-02-11,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,632,50,24,1638482
2025-02-11,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,1112,125,67,3003273
2025-02-11,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,1463,125,52,3000007
2025-02-11,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1875,166,65,3671061
2025-02-11,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1065,86,22,1518065
2025-02-11,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,970,73,32,3125497
2025-02-11,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,787,83,40,2057697
2025-02-11,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1242,77,32,2075906
2025-02-11,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,442,19,4,174086
2025-02-11,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,403,28,5,318392
2025-02-11,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,509,32,4,212377
2025-02-11,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,983,70,16,864936
2025-02-11,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,661,37,12,676412
2025-02-11,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,446,29,9,425615
2025-02-11,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,182,11,5,415721
2025-02-11,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,230,11,4,376708
2025-02-11,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,141,4,1,106688
2025-02-11,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,434,33,19,1421887
2025-02-11,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,308,17,6,419236
2025-02-11,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,412,13,5,477068
2025-02-11,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,1424,234,154,11124696
2025-02-11,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,854,115,44,3798099
2025-02-11,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,1056,135,36,2562407
2025-02-11,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,213,25,16,1130099
2025-02-11,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,207,13,6,632448
2025-02-11,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,219,19,15,1874908
2025-02-11,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,391,25,11,1259237
2025-02-11,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,459,27,18,1502196
2025-02-11,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,402,27,10,942219
