일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-01-06,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1272,106,22,1745720
2025-01-06,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1387,137,31,1756801
2025-01-06,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1663,170,29,1971809
2025-01-06,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1765,137,33,1969884
2025-01-06,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,1625,195,63,3692555
2025-01-06,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1356,151,43,2524665
2025-01-06,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,813,80,19,1262166
2025-01-06,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1568,132,32,1992052
2025-01-06,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,570,57,17,1392418
2025-01-06,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,787,92,41,2273608
2025-01-06,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,959,84,25,1759191
2025-01-06,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,1590,127,60,4027848
2025-01-06,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1510,150,60,4325400
2025-01-06,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,901,79,36,2205237
2025-01-06,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1630,165,61,4931842
2025-01-06,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1084,70,31,2466667
2025-01-06,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1514,122,37,2763920
2025-01-06,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,706,37,7,451785
2025-01-06,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,619,35,6,343553
2025-01-06,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,905,61,9,597961
2025-01-06,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,787,39,10,712253
2025-01-06,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,667,45,9,525328
2025-01-06,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,467,36,7,495101
2025-01-06,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,267,9,3,228161
2025-01-06,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,270,11,5,425836
2025-01-06,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,255,9,3,254046
2025-01-06,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,344,12,6,764249
2025-01-06,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,585,38,15,1314148
2025-01-06,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,260,16,5,622467
2025-01-06,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,1233,210,108,8149856
2025-01-06,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,828,136,53,3384263
2025-01-06,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,773,120,34,1753596
2025-01-06,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,147,11,6,484643
2025-01-06,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,182,15,8,940071
2025-01-06,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,449,30,16,1469373
2025-01-06,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,459,29,16,1741237
2025-01-06,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,573,60,37,2639991
2025-01-06,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,528,42,34,4124983
