일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-02-19,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1503,101,31,2189121
2025-02-19,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1599,192,32,2150204
2025-02-19,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1440,126,23,1539238
2025-02-19,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1232,96,30,1755278
2025-02-19,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,1469,158,36,2265672
2025-02-19,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1221,176,40,1762629
2025-02-19,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,1352,157,54,2762074
2025-02-19,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1313,129,38,2934684
2025-02-19,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,1117,87,38,2305726
2025-02-19,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,1037,86,32,2445184
2025-02-19,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,691,45,18,942806
2025-02-19,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,1286,84,39,2663597
2025-02-19,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1068,76,24,1504380
2025-02-19,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1098,65,20,1648245
2025-02-19,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1640,107,50,2600304
2025-02-19,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,835,65,20,1110534
2025-02-19,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1634,138,54,3980587
2025-02-19,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,527,30,8,392920
2025-02-19,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,429,24,4,275015
2025-02-19,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,602,43,10,426927
2025-02-19,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,595,44,8,553557
2025-02-19,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,503,45,11,556015
2025-02-19,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,682,61,15,1040515
2025-02-19,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,395,14,4,373799
2025-02-19,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,414,16,6,544004
2025-02-19,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,263,16,7,734442
2025-02-19,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,568,25,9,823390
2025-02-19,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,419,15,11,768424
2025-02-19,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,399,23,12,1001944
2025-02-19,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,1029,298,157,14990480
2025-02-19,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,862,138,44,3826308
2025-02-19,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,811,89,38,2035838
2025-02-19,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,259,17,14,1075344
2025-02-19,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,408,27,21,2024062
2025-02-19,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,356,30,18,2123650
2025-02-19,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,416,42,32,3119610
2025-02-19,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,446,37,18,2008132
2025-02-19,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,363,19,12,1215528
