일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-03-31,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_봄_A_v1,1167,164,32,2212438
2025-03-31,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_봄_B_v1,1247,146,26,1355960
2025-03-31,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_봄_v1,1511,131,36,1832454
2025-03-31,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_봄_v2,1993,198,54,4190896
2025-03-31,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_봄_A_v1,937,85,22,1667167
2025-03-31,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_봄_B_v1,1129,104,21,1091296
2025-03-31,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_봄_v1,1003,117,35,1862840
2025-03-31,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_봄_v2,1523,210,58,3999439
2025-03-31,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_봄_A_v1,1235,105,53,2626138
2025-03-31,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_봄_B_v1,1152,77,44,2444121
2025-03-31,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_봄_v1,1347,147,86,5409227
2025-03-31,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_봄_A_v1,1403,107,35,2357293
2025-03-31,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_봄_B_v1,1123,95,44,2958174
2025-03-31,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_봄_v1,983,68,22,1705885
2025-03-31,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_봄_A_v1,1065,90,40,2412213
2025-03-31,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_봄_B_v1,971,67,26,2239155
2025-03-31,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_봄_v1,1080,64,25,1653124
2025-03-31,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_봄_A_v1,742,36,6,300793
2025-03-31,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_봄_B_v1,531,22,6,263683
2025-03-31,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_봄_v1,710,33,7,265220
2025-03-31,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_봄_A_v1,479,26,8,376340
2025-03-31,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_봄_B_v1,651,34,10,526618
2025-03-31,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_봄_v1,533,26,7,405936
2025-03-31,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_봄_A_v1,196,9,4,268394
2025-03-31,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_봄_B_v1,297,15,5,367187
2025-03-31,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_봄_v1,322,15,6,410743
2025-03-31,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_봄_A_v1,371,16,8,626836
2025-03-31,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_봄_B_v1,311,14,8,479156
2025-03-31,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_봄_v1,476,28,9,667692
2025-03-31,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_봄_A_v1,716,100,46,4434354
2025-03-31,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_봄_A_v1,975,110,30,2426846
2025-03-31,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_봄_B_v1,1109,118,54,3575309
2025-03-31,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_봄_A_v1,287,14,13,1389274
2025-03-31,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_봄_B_v1,292,24,15,1359781
2025-03-31,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_봄_v1,276,18,14,1352064
2025-03-31,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_봄_A_v1,788,45,27,2576404
2025-03-31,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_봄_B_v1,277,23,12,1186174
2025-03-31,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_봄_v1,251,16,11,991803
