일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-03-12,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_봄_A_v1,1713,197,50,3624332
2025-03-12,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_봄_B_v1,1786,197,39,2911629
2025-03-12,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_봄_v1,1181,123,41,2652226
2025-03-12,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_봄_v2,1241,119,36,2391902
2025-03-12,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_봄_A_v1,1143,90,19,1305053
2025-03-12,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_봄_B_v1,1266,148,38,1891052
2025-03-12,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_봄_v1,1248,120,32,1757092
2025-03-12,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_봄_v2,858,84,15,741377
2025-03-12,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_봄_A_v1,1008,118,54,3949545
2025-03-12,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_봄_B_v1,1546,114,43,2265110
2025-03-12,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_봄_v1,940,92,43,3057707
2025-03-12,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_봄_A_v1,1398,95,48,3186875
2025-03-12,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_봄_B_v1,1688,125,44,3265229
2025-03-12,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_봄_v1,804,88,30,2370681
2025-03-12,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_봄_A_v1,1579,111,29,2290533
2025-03-12,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_봄_B_v1,875,64,32,1990538
2025-03-12,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_봄_v1,1580,138,51,4093418
2025-03-12,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_봄_A_v1,818,57,11,642681
2025-03-12,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_봄_B_v1,532,34,7,328510
2025-03-12,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_봄_v1,571,31,5,280433
2025-03-12,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_봄_A_v1,963,62,14,652445
2025-03-12,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_봄_B_v1,498,35,10,550006
2025-03-12,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_봄_v1,464,37,6,370999
2025-03-12,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_봄_A_v1,317,14,6,534079
2025-03-12,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_봄_B_v1,225,13,6,393451
2025-03-12,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_봄_v1,212,9,2,179246
2025-03-12,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_봄_A_v1,404,24,9,794546
2025-03-12,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_봄_B_v1,547,20,12,860134
2025-03-12,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_봄_v1,448,26,13,980042
2025-03-12,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_봄_A_v1,894,165,109,8082218
2025-03-12,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_봄_A_v1,833,143,49,3537044
2025-03-12,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_봄_B_v1,971,91,30,1872930
2025-03-12,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_봄_A_v1,161,11,5,535647
2025-03-12,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_봄_B_v1,237,25,16,1945991
2025-03-12,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_봄_v1,186,14,6,517508
2025-03-12,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_봄_A_v1,315,25,16,1389082
2025-03-12,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_봄_B_v1,347,18,13,1487009
2025-03-12,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_봄_v1,241,15,10,808993
