일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-02-07,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1328,115,33,2290736
2025-02-07,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1334,140,51,2285253
2025-02-07,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1291,116,35,2515250
2025-02-07,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1086,86,17,1095292
2025-02-07,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,1423,112,31,2237703
2025-02-07,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,2181,201,48,3701851
2025-02-07,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,1200,111,27,1585055
2025-02-07,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1119,132,45,2348231
2025-02-07,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,948,72,41,3076752
2025-02-07,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,842,68,19,1599740
2025-02-07,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,985,84,40,2628206
2025-02-07,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,844,90,36,1889559
2025-02-07,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1716,104,27,1941456
2025-02-07,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1142,66,32,2271923
2025-02-07,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,790,53,15,1050798
2025-02-07,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,838,57,26,1784190
2025-02-07,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,851,74,22,1523950
2025-02-07,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,674,45,10,504992
2025-02-07,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,857,59,11,804523
2025-02-07,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,483,30,5,303145
2025-02-07,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,386,26,8,404531
2025-02-07,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,1038,101,17,773835
2025-02-07,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,510,37,7,418813
2025-02-07,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,199,8,3,229697
2025-02-07,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,169,7,3,267506
2025-02-07,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,347,14,8,528184
2025-02-07,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,275,15,9,787337
2025-02-07,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,374,14,5,534062
2025-02-07,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,380,13,6,546946
2025-02-07,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,791,205,98,8157933
2025-02-07,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,925,148,57,3696502
2025-02-07,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,1102,156,43,3234368
2025-02-07,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,272,14,11,1091908
2025-02-07,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,470,40,44,3812589
2025-02-07,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,323,20,9,856887
2025-02-07,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,536,61,46,3547826
2025-02-07,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,539,48,27,3121628
2025-02-07,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,504,43,33,2336382
