일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-02-17,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1966,195,46,2574454
2025-02-17,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1028,121,45,2314389
2025-02-17,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1712,182,42,2628039
2025-02-17,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,2102,197,55,3917964
2025-02-17,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,1407,195,62,4381331
2025-02-17,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,959,77,21,1469643
2025-02-17,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,935,90,19,1292561
2025-02-17,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1267,109,19,1327825
2025-02-17,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,1239,151,56,3095153
2025-02-17,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,1372,114,47,2929368
2025-02-17,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,1522,177,67,3888847
2025-02-17,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,751,62,24,1679254
2025-02-17,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1220,80,26,1780164
2025-02-17,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1383,108,46,3737175
2025-02-17,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1646,115,45,2787511
2025-02-17,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1331,87,22,1988254
2025-02-17,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1721,109,46,3755032
2025-02-17,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,830,38,5,354024
2025-02-17,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,731,57,9,466685
2025-02-17,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,622,50,8,491458
2025-02-17,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,809,40,8,401662
2025-02-17,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,994,40,9,591925
2025-02-17,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,1027,75,22,1067159
2025-02-17,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,280,18,8,821208
2025-02-17,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,241,14,5,394290
2025-02-17,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,234,12,5,469093
2025-02-17,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,416,20,12,858023
2025-02-17,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,381,25,9,795315
2025-02-17,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,269,14,8,490759
2025-02-17,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,977,252,101,9065192
2025-02-17,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,1219,185,77,4797897
2025-02-17,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,524,94,40,2953735
2025-02-17,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,266,20,12,1553100
2025-02-17,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,399,35,21,2023369
2025-02-17,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,272,23,17,1378623
2025-02-17,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,458,40,34,2967596
2025-02-17,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,469,47,41,3203997
2025-02-17,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,441,26,20,1937010
