일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-03-23,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_봄_A_v1,1527,119,40,2457063
2025-03-23,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_봄_B_v1,889,97,30,2067931
2025-03-23,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_봄_v1,1269,95,31,2190649
2025-03-23,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_봄_v2,622,69,26,1259243
2025-03-23,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_봄_A_v1,647,74,19,1143463
2025-03-23,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_봄_B_v1,1271,150,39,2445132
2025-03-23,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_봄_v1,768,85,19,1734167
2025-03-23,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_봄_v2,1296,102,23,1750086
2025-03-23,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_봄_A_v1,913,80,26,1267346
2025-03-23,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_봄_B_v1,1002,106,42,2589148
2025-03-23,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_봄_v1,746,84,43,2583616
2025-03-23,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_봄_A_v1,743,70,29,1902274
2025-03-23,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_봄_B_v1,799,74,30,1971259
2025-03-23,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_봄_v1,1043,92,26,2119676
2025-03-23,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_봄_A_v1,1124,90,29,2175942
2025-03-23,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_봄_B_v1,769,69,22,1615134
2025-03-23,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_봄_v1,686,51,24,1675909
2025-03-23,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_봄_A_v1,678,40,8,485034
2025-03-23,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_봄_B_v1,580,33,4,226046
2025-03-23,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_봄_v1,394,29,4,170470
2025-03-23,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_봄_A_v1,496,42,13,704610
2025-03-23,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_봄_B_v1,614,46,14,653282
2025-03-23,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_봄_v1,442,21,5,316201
2025-03-23,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_봄_A_v1,180,5,3,265428
2025-03-23,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_봄_B_v1,253,16,7,566014
2025-03-23,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_봄_v1,227,8,2,256200
2025-03-23,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_봄_A_v1,206,6,2,202029
2025-03-23,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_봄_B_v1,302,9,4,317437
2025-03-23,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_봄_v1,445,23,8,764929
2025-03-23,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_봄_A_v1,867,231,81,4971964
2025-03-23,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_봄_A_v1,731,78,37,2508183
2025-03-23,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_봄_B_v1,953,142,49,3052942
2025-03-23,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_봄_A_v1,215,16,9,991414
2025-03-23,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_봄_B_v1,223,17,13,1134514
2025-03-23,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_봄_v1,188,13,7,831361
2025-03-23,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_봄_A_v1,421,28,31,2440985
2025-03-23,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_봄_B_v1,337,28,22,2343043
2025-03-23,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_봄_v1,399,32,18,1814396
