일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-03-07,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_신학기_A_v1,1762,147,32,1583769
2025-03-07,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_신학기_B_v1,1271,110,27,1930408
2025-03-07,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_신학기_v1,1139,106,26,1722308
2025-03-07,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_신학기_v2,1226,97,27,1674121
2025-03-07,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_신학기_A_v1,968,113,25,1179180
2025-03-07,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_신학기_B_v1,865,93,28,1685799
2025-03-07,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_신학기_v1,2167,250,68,5220542
2025-03-07,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_신학기_v2,2212,190,40,2207975
2025-03-07,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_신학기_A_v1,1200,139,70,4448805
2025-03-07,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_신학기_B_v1,1545,143,58,3928792
2025-03-07,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_신학기_v1,883,95,40,3539822
2025-03-07,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_신학기_A_v1,1750,191,60,3556128
2025-03-07,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_신학기_B_v1,1053,90,27,1776537
2025-03-07,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_신학기_v1,918,71,37,1919056
2025-03-07,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_신학기_A_v1,1277,81,36,3040496
2025-03-07,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_신학기_B_v1,1398,95,28,1432618
2025-03-07,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_신학기_v1,961,74,20,1309665
2025-03-07,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_신학기_A_v1,549,31,8,583055
2025-03-07,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_신학기_B_v1,744,56,9,514806
2025-03-07,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_신학기_v1,394,20,3,180739
2025-03-07,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_신학기_A_v1,745,68,17,577290
2025-03-07,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_신학기_B_v1,911,62,16,835969
2025-03-07,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_신학기_v1,659,39,10,466080
2025-03-07,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_신학기_A_v1,228,8,3,249319
2025-03-07,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_신학기_B_v1,215,9,4,298230
2025-03-07,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_신학기_v1,336,15,4,397682
2025-03-07,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_신학기_A_v1,370,16,7,450875
2025-03-07,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_신학기_B_v1,533,29,10,914885
2025-03-07,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_신학기_v1,416,24,8,741607
2025-03-07,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_신학기_A_v1,642,145,64,5267538
2025-03-07,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_신학기_A_v1,823,124,43,2728174
2025-03-07,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_신학기_B_v1,1085,170,60,2950897
2025-03-07,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_신학기_A_v1,375,34,24,2279075
2025-03-07,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_신학기_B_v1,239,23,15,1943238
2025-03-07,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_신학기_v1,300,35,28,2311940
2025-03-07,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_신학기_A_v1,580,32,28,2692237
2025-03-07,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_신학기_B_v1,544,47,29,3066633
2025-03-07,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_신학기_v1,389,21,16,1642975
