일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-01-09,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1513,130,23,1295808
2025-01-09,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1479,157,31,2403186
2025-01-09,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,973,119,38,1682071
2025-01-09,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1714,186,44,2848250
2025-01-09,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,1972,223,82,4594795
2025-01-09,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,2271,208,47,3695505
2025-01-09,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,1437,105,27,1736798
2025-01-09,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1762,182,47,2373423
2025-01-09,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,819,80,32,1610028
2025-01-09,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,701,70,25,1875979
2025-01-09,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,957,69,32,1592380
2025-01-09,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,1490,98,41,2854928
2025-01-09,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1775,128,46,2824184
2025-01-09,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,779,73,20,1555327
2025-01-09,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1301,85,27,1790476
2025-01-09,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1182,111,40,2433772
2025-01-09,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1572,98,33,2342009
2025-01-09,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,474,33,6,371409
2025-01-09,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,519,39,7,278958
2025-01-09,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,736,37,4,307818
2025-01-09,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,783,60,18,1096014
2025-01-09,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,799,52,11,507646
2025-01-09,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,654,56,16,936584
2025-01-09,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,157,6,3,234610
2025-01-09,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,273,17,6,451077
2025-01-09,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,352,20,8,969365
2025-01-09,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,280,15,9,625411
2025-01-09,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,372,13,4,419060
2025-01-09,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,337,14,9,578128
2025-01-09,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,1224,267,137,9791236
2025-01-09,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,797,90,34,2614667
2025-01-09,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,1034,108,58,4085008
2025-01-09,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,365,24,19,1297234
2025-01-09,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,403,24,18,1514200
2025-01-09,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,352,29,25,1806632
2025-01-09,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,404,26,13,1219985
2025-01-09,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,284,22,19,1650524
2025-01-09,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,403,33,30,1963564
