일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-02-12,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,2161,161,46,2639797
2025-02-12,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1836,130,44,2742073
2025-02-12,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1811,177,60,2957975
2025-02-12,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1829,196,54,4176429
2025-02-12,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,1386,94,30,1805662
2025-02-12,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1560,223,64,4295788
2025-02-12,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,1275,122,27,1534471
2025-02-12,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1065,96,19,1299318
2025-02-12,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,1627,112,64,4269227
2025-02-12,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,697,74,33,1968512
2025-02-12,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,951,69,32,2650889
2025-02-12,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,1433,131,73,4685801
2025-02-12,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1529,163,80,5251156
2025-02-12,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1344,125,51,3654924
2025-02-12,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1176,59,20,1554325
2025-02-12,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1079,87,20,1500699
2025-02-12,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1814,145,68,3978025
2025-02-12,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,850,61,8,365118
2025-02-12,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,665,28,8,442280
2025-02-12,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,608,27,7,339314
2025-02-12,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,907,65,13,809995
2025-02-12,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,453,21,4,206057
2025-02-12,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,965,71,10,629954
2025-02-12,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,273,18,5,355596
2025-02-12,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,281,9,4,265870
2025-02-12,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,292,14,8,868672
2025-02-12,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,473,17,7,472488
2025-02-12,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,420,18,6,396650
2025-02-12,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,280,14,4,349124
2025-02-12,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,785,191,108,7475471
2025-02-12,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,759,94,33,3011666
2025-02-12,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,1228,212,69,5765552
2025-02-12,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,342,24,20,1700579
2025-02-12,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,235,21,10,1032609
2025-02-12,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,307,18,14,1090731
2025-02-12,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,340,32,15,1659599
2025-02-12,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,374,25,13,1329771
2025-02-12,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,542,46,40,3217070
