일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-01-19,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,567,43,9,703446
2025-01-19,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,802,83,16,889257
2025-01-19,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1159,147,39,2329328
2025-01-19,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1317,175,33,1341920
2025-01-19,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,855,92,22,1304958
2025-01-19,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1076,135,35,1934671
2025-01-19,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,891,86,18,1425068
2025-01-19,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1190,80,15,1287065
2025-01-19,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,436,50,24,1713704
2025-01-19,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,727,82,28,1712863
2025-01-19,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,1049,96,35,2245010
2025-01-19,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,1072,77,17,1358071
2025-01-19,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,578,53,21,1107855
2025-01-19,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1270,73,17,1329384
2025-01-19,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,686,50,26,1859442
2025-01-19,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1042,74,30,2108300
2025-01-19,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,928,57,15,1458084
2025-01-19,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,438,25,6,312643
2025-01-19,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,536,47,9,483270
2025-01-19,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,430,29,6,373926
2025-01-19,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,405,21,5,279773
2025-01-19,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,397,29,6,419320
2025-01-19,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,530,44,12,617089
2025-01-19,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,195,11,4,388509
2025-01-19,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,271,14,7,647684
2025-01-19,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,151,6,2,239884
2025-01-19,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,310,12,4,326108
2025-01-19,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,420,14,8,429051
2025-01-19,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,208,7,2,141313
2025-01-19,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,787,118,57,4389136
2025-01-19,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,436,57,20,1788709
2025-01-19,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,697,78,32,2132655
2025-01-19,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,238,13,10,830499
2025-01-19,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,221,16,8,645263
2025-01-19,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,274,28,17,1359310
2025-01-19,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,431,31,17,1408864
2025-01-19,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,407,28,19,1778531
2025-01-19,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,372,38,26,1794988
