일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-01-28,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1403,123,29,1696010
2025-01-28,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1409,131,30,1791746
2025-01-28,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1352,111,26,1873152
2025-01-28,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1091,113,39,2434425
2025-01-28,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,717,70,25,1838918
2025-01-28,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1376,183,61,2962952
2025-01-28,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,2194,225,78,3682512
2025-01-28,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1672,183,37,1519362
2025-01-28,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,1382,146,64,3029849
2025-01-28,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,830,94,42,2901911
2025-01-28,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,996,125,38,2499427
2025-01-28,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,896,87,30,2226797
2025-01-28,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,866,75,21,1365282
2025-01-28,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1082,118,40,2830507
2025-01-28,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1825,137,37,3138375
2025-01-28,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1125,78,31,1823558
2025-01-28,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1470,146,68,3333628
2025-01-28,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,458,24,7,407734
2025-01-28,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,411,30,8,450059
2025-01-28,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,476,27,5,279647
2025-01-28,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,506,36,7,467590
2025-01-28,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,691,40,9,499471
2025-01-28,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,869,67,17,963391
2025-01-28,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,229,9,4,259727
2025-01-28,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,263,10,4,402524
2025-01-28,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,243,9,5,426709
2025-01-28,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,509,24,8,576828
2025-01-28,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,468,31,15,971822
2025-01-28,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,341,13,8,532312
2025-01-28,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,1026,154,51,5382203
2025-01-28,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,764,121,38,2428806
2025-01-28,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,624,112,36,2215517
2025-01-28,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,359,22,12,1194634
2025-01-28,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,339,28,20,1656768
2025-01-28,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,280,21,10,961429
2025-01-28,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,480,35,16,1731156
2025-01-28,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,672,48,39,3484904
2025-01-28,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,284,19,16,1484081
