일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-03-29,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_봄_A_v1,1062,86,23,1921310
2025-03-29,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_봄_B_v1,968,80,23,1421676
2025-03-29,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_봄_v1,899,74,20,1480219
2025-03-29,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_봄_v2,1089,158,44,2918748
2025-03-29,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_봄_A_v1,844,92,25,1634360
2025-03-29,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_봄_B_v1,716,78,23,1245749
2025-03-29,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_봄_v1,811,75,22,1401393
2025-03-29,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_봄_v2,1163,141,35,2081569
2025-03-29,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_봄_A_v1,777,56,34,1994556
2025-03-29,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_봄_B_v1,838,87,26,1458397
2025-03-29,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_봄_v1,674,58,18,1010751
2025-03-29,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_봄_A_v1,817,66,33,1874946
2025-03-29,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_봄_B_v1,1065,96,28,2599545
2025-03-29,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_봄_v1,877,74,27,2171126
2025-03-29,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_봄_A_v1,767,57,13,883832
2025-03-29,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_봄_B_v1,860,75,25,1947433
2025-03-29,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_봄_v1,1141,84,28,1611438
2025-03-29,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_봄_A_v1,734,54,7,392114
2025-03-29,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_봄_B_v1,420,27,8,412246
2025-03-29,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_봄_v1,280,21,4,198187
2025-03-29,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_봄_A_v1,726,46,8,382721
2025-03-29,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_봄_B_v1,698,46,10,537769
2025-03-29,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_봄_v1,378,21,6,382606
2025-03-29,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_봄_A_v1,177,6,4,234421
2025-03-29,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_봄_B_v1,197,6,2,264814
2025-03-29,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_봄_v1,168,5,2,164473
2025-03-29,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_봄_A_v1,473,27,12,1029535
2025-03-29,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_봄_B_v1,295,12,4,396190
2025-03-29,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_봄_v1,250,8,2,260497
2025-03-29,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_봄_A_v1,460,80,41,2639415
2025-03-29,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_봄_A_v1,662,103,40,2966996
2025-03-29,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_봄_B_v1,668,116,41,3410252
2025-03-29,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_봄_A_v1,168,12,9,818956
2025-03-29,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_봄_B_v1,196,14,7,749208
2025-03-29,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_봄_v1,112,7,4,486041
2025-03-29,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_봄_A_v1,532,33,17,1705829
2025-03-29,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_봄_B_v1,354,24,19,1818101
2025-03-29,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_봄_v1,541,50,21,2289466
