일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-01-23,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,801,58,19,911304
2025-01-23,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,862,92,16,1363720
2025-01-23,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1477,160,53,2920442
2025-01-23,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1431,136,36,2955697
2025-01-23,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,908,106,17,1301225
2025-01-23,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1246,171,44,2343934
2025-01-23,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,1395,154,37,1473207
2025-01-23,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1152,120,40,2775749
2025-01-23,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,1465,157,64,4071373
2025-01-23,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,1032,128,66,5160103
2025-01-23,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,1437,128,36,2521118
2025-01-23,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,843,56,21,1587559
2025-01-23,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1566,91,49,3632198
2025-01-23,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1204,74,26,1259775
2025-01-23,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,893,61,16,1115540
2025-01-23,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1109,90,27,1800715
2025-01-23,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1456,100,22,1424837
2025-01-23,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,695,37,9,544798
2025-01-23,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,728,40,7,308804
2025-01-23,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,562,45,11,501321
2025-01-23,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,531,46,11,865051
2025-01-23,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,936,46,14,765751
2025-01-23,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,1110,77,15,578628
2025-01-23,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,232,11,4,296635
2025-01-23,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,150,6,2,191976
2025-01-23,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,212,7,3,292356
2025-01-23,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,399,18,6,634176
2025-01-23,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,616,32,21,1357569
2025-01-23,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,439,17,8,575625
2025-01-23,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,1413,352,115,9841411
2025-01-23,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,839,112,53,4108346
2025-01-23,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,926,111,47,3182232
2025-01-23,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,385,29,25,2390046
2025-01-23,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,178,9,5,552893
2025-01-23,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,287,15,10,1039298
2025-01-23,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,538,35,21,1905220
2025-01-23,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,653,60,51,4144948
2025-01-23,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,559,39,19,1965063
