일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-03-11,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_봄_A_v1,899,78,19,1668673
2025-03-11,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_봄_B_v1,2153,214,61,2907197
2025-03-11,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_봄_v1,863,107,35,1404541
2025-03-11,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_봄_v2,1478,217,56,4093911
2025-03-11,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_봄_A_v1,1600,140,31,1694217
2025-03-11,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_봄_B_v1,1134,89,29,1819625
2025-03-11,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_봄_v1,1708,130,37,2548556
2025-03-11,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_봄_v2,1102,154,35,2256105
2025-03-11,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_봄_A_v1,1222,144,70,3811960
2025-03-11,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_봄_B_v1,1608,109,44,2602551
2025-03-11,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_봄_v1,1407,168,86,5570642
2025-03-11,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_봄_A_v1,1662,151,45,2912501
2025-03-11,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_봄_B_v1,1418,117,36,2330981
2025-03-11,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_봄_v1,902,45,16,1198122
2025-03-11,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_봄_A_v1,1665,124,49,3171464
2025-03-11,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_봄_B_v1,1263,110,40,2585821
2025-03-11,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_봄_v1,1041,88,23,2075942
2025-03-11,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_봄_A_v1,674,49,8,367994
2025-03-11,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_봄_B_v1,604,36,8,410874
2025-03-11,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_봄_v1,489,32,5,306446
2025-03-11,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_봄_A_v1,515,39,9,364038
2025-03-11,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_봄_B_v1,706,39,6,429519
2025-03-11,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_봄_v1,602,41,7,432615
2025-03-11,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_봄_A_v1,180,6,2,243183
2025-03-11,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_봄_B_v1,324,16,12,1077442
2025-03-11,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_봄_v1,231,10,5,464242
2025-03-11,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_봄_A_v1,747,29,19,1164106
2025-03-11,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_봄_B_v1,323,12,6,469223
2025-03-11,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_봄_v1,420,22,9,782520
2025-03-11,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_봄_A_v1,1269,355,219,17749345
2025-03-11,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_봄_A_v1,1134,109,26,2449821
2025-03-11,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_봄_B_v1,935,142,46,2929200
2025-03-11,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_봄_A_v1,258,18,12,1550182
2025-03-11,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_봄_B_v1,271,31,16,2014332
2025-03-11,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_봄_v1,399,40,18,2045023
2025-03-11,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_봄_A_v1,522,44,30,3412642
2025-03-11,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_봄_B_v1,535,44,23,2267126
2025-03-11,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_봄_v1,709,61,44,3231976
