일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-02-05,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1084,77,29,1540183
2025-02-05,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,2099,155,38,2722174
2025-02-05,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1301,149,54,2800158
2025-02-05,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1580,121,27,1602141
2025-02-05,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,1519,188,68,4973978
2025-02-05,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1659,150,29,1869517
2025-02-05,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,804,64,12,711093
2025-02-05,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1324,165,45,2562429
2025-02-05,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,1229,77,29,1990817
2025-02-05,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,900,94,41,2447268
2025-02-05,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,930,113,38,2833740
2025-02-05,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,1766,179,48,3044511
2025-02-05,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,687,43,18,1196150
2025-02-05,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1114,87,39,2654998
2025-02-05,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1674,133,51,2834769
2025-02-05,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,974,71,24,1422950
2025-02-05,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1358,106,35,1880670
2025-02-05,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,660,36,7,382025
2025-02-05,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,843,59,13,634714
2025-02-05,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,595,29,6,213080
2025-02-05,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,686,47,13,689283
2025-02-05,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,814,54,13,482948
2025-02-05,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,742,38,13,762857
2025-02-05,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,173,7,2,205682
2025-02-05,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,268,9,4,372003
2025-02-05,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,243,8,3,215018
2025-02-05,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,304,11,4,325639
2025-02-05,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,373,21,8,808423
2025-02-05,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,549,23,9,839776
2025-02-05,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,1301,305,130,8778483
2025-02-05,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,965,182,51,3781815
2025-02-05,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,828,142,47,2500564
2025-02-05,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,299,24,21,1960880
2025-02-05,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,270,15,8,855474
2025-02-05,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,282,27,15,1216646
2025-02-05,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,511,48,46,3276373
2025-02-05,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,449,25,20,1818326
2025-02-05,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,385,31,14,1443794
