일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-02-24,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1755,145,41,2135713
2025-02-24,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1197,123,25,1865792
2025-02-24,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1796,177,46,2736952
2025-02-24,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1394,148,46,2723215
2025-02-24,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,1139,75,18,1234073
2025-02-24,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1427,105,29,1448581
2025-02-24,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,978,119,22,1668609
2025-02-24,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1134,135,41,1562613
2025-02-24,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,1099,104,52,3958820
2025-02-24,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,1165,77,43,2674998
2025-02-24,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,885,93,44,3448179
2025-02-24,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,1374,89,35,1812438
2025-02-24,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1464,113,49,2941910
2025-02-24,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,639,51,29,2162016
2025-02-24,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1395,115,45,3588262
2025-02-24,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1981,125,38,2496804
2025-02-24,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1043,60,27,1517147
2025-02-24,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,893,79,17,626368
2025-02-24,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,384,24,6,280487
2025-02-24,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,708,50,9,518108
2025-02-24,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,571,32,8,412832
2025-02-24,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,468,26,9,481356
2025-02-24,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,936,95,23,846558
2025-02-24,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,199,10,3,276193
2025-02-24,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,453,16,5,366177
2025-02-24,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,370,24,12,688711
2025-02-24,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,500,21,6,547413
2025-02-24,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,630,29,12,831725
2025-02-24,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,498,28,12,1153515
2025-02-24,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,1122,185,100,10108850
2025-02-24,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,886,94,39,3133650
2025-02-24,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,1143,140,63,3949116
2025-02-24,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,293,34,19,1499639
2025-02-24,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,292,23,13,1197854
2025-02-24,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,430,31,29,2611762
2025-02-24,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,517,42,25,3358386
2025-02-24,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,555,44,30,2667718
2025-02-24,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,725,41,25,2684649
