일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-03-26,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_봄_A_v1,1088,156,44,2913133
2025-03-26,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_봄_B_v1,1417,102,22,1679419
2025-03-26,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_봄_v1,2003,150,45,2882553
2025-03-26,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_봄_v2,1482,168,48,3025774
2025-03-26,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_봄_A_v1,1624,131,30,1969417
2025-03-26,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_봄_B_v1,1972,155,42,3272050
2025-03-26,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_봄_v1,1241,108,24,1439907
2025-03-26,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_봄_v2,1247,170,41,2565075
2025-03-26,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_봄_A_v1,846,83,40,2798888
2025-03-26,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_봄_B_v1,1048,80,25,2223762
2025-03-26,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_봄_v1,1215,85,37,2647273
2025-03-26,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_봄_A_v1,1103,65,24,1810522
2025-03-26,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_봄_B_v1,1211,65,25,2002949
2025-03-26,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_봄_v1,1372,115,38,3321047
2025-03-26,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_봄_A_v1,1925,148,64,5327044
2025-03-26,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_봄_B_v1,1161,100,32,1832267
2025-03-26,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_봄_v1,1170,105,47,2789374
2025-03-26,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_봄_A_v1,1007,52,8,479558
2025-03-26,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_봄_B_v1,662,33,5,263654
2025-03-26,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_봄_v1,585,44,9,416886
2025-03-26,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_봄_A_v1,586,48,12,740931
2025-03-26,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_봄_B_v1,773,67,10,483046
2025-03-26,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_봄_v1,878,44,12,649342
2025-03-26,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_봄_A_v1,329,14,9,638682
2025-03-26,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_봄_B_v1,347,12,5,407410
2025-03-26,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_봄_v1,196,11,3,166255
2025-03-26,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_봄_A_v1,461,28,10,940031
2025-03-26,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_봄_B_v1,336,15,6,511650
2025-03-26,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_봄_v1,280,17,6,449839
2025-03-26,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_봄_A_v1,935,226,83,5910470
2025-03-26,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_봄_A_v1,940,162,74,4103561
2025-03-26,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_봄_B_v1,1234,221,78,5826569
2025-03-26,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_봄_A_v1,266,21,11,1142764
2025-03-26,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_봄_B_v1,218,14,8,780196
2025-03-26,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_봄_v1,326,29,20,2517101
2025-03-26,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_봄_A_v1,499,51,41,3926005
2025-03-26,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_봄_B_v1,426,27,21,2327298
2025-03-26,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_봄_v1,426,39,28,2616290
