일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-02-21,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1458,163,33,2394024
2025-02-21,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1297,180,53,3361783
2025-02-21,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1470,182,40,2794132
2025-02-21,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1246,88,29,1847165
2025-02-21,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,852,100,21,1014581
2025-02-21,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1163,119,40,2593061
2025-02-21,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,874,87,19,831127
2025-02-21,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1527,145,36,1664388
2025-02-21,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,1438,101,45,3420185
2025-02-21,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,1003,74,33,1902782
2025-02-21,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,1059,97,28,2303761
2025-02-21,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,761,79,32,1842267
2025-02-21,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1789,93,43,3193038
2025-02-21,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,875,45,21,1463233
2025-02-21,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1278,106,58,3376678
2025-02-21,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1237,99,43,2375160
2025-02-21,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1255,100,29,1404674
2025-02-21,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,550,30,3,209085
2025-02-21,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,482,28,7,335253
2025-02-21,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,555,46,9,519910
2025-02-21,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,750,38,6,461090
2025-02-21,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,845,49,12,637575
2025-02-21,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,456,22,4,271525
2025-02-21,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,383,15,6,522152
2025-02-21,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,307,15,8,508085
2025-02-21,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,202,10,4,322744
2025-02-21,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,321,12,5,408266
2025-02-21,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,510,32,12,1408035
2025-02-21,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,708,25,17,974911
2025-02-21,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,969,219,114,7797391
2025-02-21,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,1336,206,70,4146175
2025-02-21,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,1199,144,41,3105049
2025-02-21,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,242,23,12,1499699
2025-02-21,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,350,31,26,2422919
2025-02-21,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,353,34,21,2007564
2025-02-21,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,419,26,20,1755124
2025-02-21,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,348,30,24,2381431
2025-02-21,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,669,77,47,5755622
