일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-01-16,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1723,193,53,2975440
2025-01-16,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1912,127,39,1945249
2025-01-16,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,977,125,32,2366979
2025-01-16,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1331,162,33,1905896
2025-01-16,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,943,120,31,2249360
2025-01-16,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1349,95,24,1320293
2025-01-16,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,1341,86,30,2126845
2025-01-16,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1093,72,20,1180887
2025-01-16,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,1369,103,58,2734570
2025-01-16,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,725,68,21,1566508
2025-01-16,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,1570,168,68,4172186
2025-01-16,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,1230,112,38,3595767
2025-01-16,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,942,84,29,2103265
2025-01-16,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1330,122,37,2496392
2025-01-16,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1194,68,28,2347127
2025-01-16,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1296,91,38,3068020
2025-01-16,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,757,52,15,1096657
2025-01-16,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,482,38,7,345071
2025-01-16,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,971,71,13,550022
2025-01-16,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,763,55,12,779461
2025-01-16,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,774,44,9,493711
2025-01-16,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,666,35,8,392241
2025-01-16,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,489,34,6,267189
2025-01-16,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,315,16,7,545103
2025-01-16,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,200,10,5,449331
2025-01-16,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,301,14,8,728007
2025-01-16,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,363,14,7,638384
2025-01-16,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,544,30,13,1039275
2025-01-16,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,438,21,11,865156
2025-01-16,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,1233,178,67,4782753
2025-01-16,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,1110,143,46,3722947
2025-01-16,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,1132,191,67,4762615
2025-01-16,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,257,16,10,968115
2025-01-16,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,292,31,17,1889298
2025-01-16,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,267,23,12,1199752
2025-01-16,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,465,45,24,2789021
2025-01-16,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,374,22,21,2117348
2025-01-16,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,283,18,11,1486617
